w_id	word	Chechen	ZH..АЗ.Azerbaijani	ZI..KU..Kumyk	ZJ..KT..Kumyk_Kajtag_Tumenler	A..АВЧД.Avar..Chadakolob.	B..АНД.Andi		C..АХВ.Akhvakh	D..ЧАМ.Chamalal	E..ЧАМГ.Chamalal..Gigatli.	F..ТИНД.Tindi	G..ИНХ.Inkhokwari	H..ЦЕЗ.Tsez	I..ГИН.Hinuq	J..БЕЖТ.Bezhta..Tladal.	K..БЕЖХ.Bezhta..Khoshar.Khota.	L..ГУНЗ.Hunzib	M..ЛАК.Lak	N..ДАРЧ.Chirag.Dargwa	O..АРЧ.Archi	P..ТАБД.Tabasaran..Dyubek.	Q..ТАБК.Tabasaran..Kondik.	R..АГБЩ.Agul..Burshag.	S..АГРИ.Agul..Richa.	T..АГБХ.Agul..Burkikhan.	U..АГФИ.Agul..Fite.	V..АГТП.Agul..Tpig.	W..ЛЕЗХ.Lezgian..Khlyut.	X..РУТЛ.Rutul..Luchek.	ZA..ЦАХ.Tsakhur..Mikik.	ZB..ЦАХГ.Tsakhur..Helmets.	ZC..ЦАХЦ.Tsakhur..Tsakhur.	ZD..КРЫЗ.Kryz	ZE..БУД.Budugh	ZF..ХИН.Khinalug	ZG..УД.Udi
360	КУВШИН ДЛЯ НОШЕНИЯ ВОДЫ	к1удал	сәһәнҝ	кажин, къумман	кажин; къумман	kudári, raʕ	pinžaw/L, qaba/L, koru/HL, čugi/HL		ãzo/R, šaʕi/RL, c̄'uni/HL	gurgũ/H, adim/L	gurgún/H, hanní/LH, buraLí/HHL	gyama, s̄̌eq'˳a	uč/H, qaba/HL	q'ut'u, tungi	kudari, tungi	k'erä/H, küdäri/L, biLer/M, mazgar/HR(H)	k'era, kudari, biLer, mazgar || magzar	biLer, kudari	waraq̄i, k'˳art̄aši, q̄˳Iač'i, urša, t'aIhni	q̄Iarán, gažín, bḁst̄ú	č'ut, dad, jári	gar/H, č'áq'a/R, gaǯín/H	g˳ar, č'aq', gaǯín	g˳ar, zaX, baIti, gaǯín	g˳ar, zaX, magrá, gažín	g˳ar, zaX, baIti, t'ugáj, gaǯín	g˳ar, margúj, t'ugáj	NA	k̃˳ar, k̃ačín, tk'aj, ʕaftáfa, q'ič	bardáX, kup, aftáfaj, k'az	parč/H, bardaX/H, bilejk'an/HRH, arXɨt'/H, t'opi/HL, k'ada/H, guzaǧ/L	parč, bardaX, belek'an, t'opi, k'ada, astafa	parč, bardaX, belek'an, t'opi, k'ada, astafa	gäǯin, kutar, q'ěč, k'ädäh, lihräng, Gäräbit, ätäfä	räräng, giǯin, saRrə, kučar, k'adaH, aftəvə	k̃ulɨ́, k'ɨbá, k'učɨ́	gamat, k̃ic̃iri, bujk̃al
361	МЕРКА ДЛЯ МУКИ (СРЕДНЯЯ)	NA	өлчү	сагь	сагь	caH, raX, q'áli	s̄ahi/HF, q'ali/HL		X˳adi/RH, raX̄˳a/HL, s̄ahi/HL, mudi/HL	jaX̄˳/H, s̄ah/L, jaq'ija/R	raX̄ú/H, s̄áhi/L, jaq'é/LH	s̄ahi, jaq'e, s̄anqis	sahi/HL, jaq'ija/RL, sanqise/HL	sahi/HL, saH, raX, jaq'ija/R	q'ili, saH, raX	biLer, saH/M, räX/M	biLer, saH, räX	biLer, saH, raX, ʕuc'u	s̄aIh, s̄alu, dač'u	s̄aIh, kálla, bérq'a	k'ádi, noIš, s̄aH, dát'əla, q'ilí, baIš	séʔe/F, s̊ut̄ús̊/H	seʔ, s̊t̄us̊, rebé	saʡ, aXsír	saʕ, k'˳at̄	säʡ, k'˳at̄	seʔ, k'˳at̄	säʡ	rip̃é	seʔ, rübé	saIh/L, gabɨž/H, k'asrɨ/L	saIh, gabiž, k'asrɨ, vaR	k'uk'aj, saIh, gabɨǯ, k'asrɨ	särbäH, kilä	kile, čərək	rat'ál, k̃älä́, rɨb	t̃aq̃q̃a, p̃inäk
362	КОРЫТО	хьовда	нов, навалча	чоргъа	чоргъа	Háču	irsa/HF		iša/HL, koro/HL	kũ:/L, kumul/L	korú/HL, s̄unčá/HF	ɬec'a, koru	leč'/H	kuro, riIɬo	tahra, lič'	mok'/M, sak/L	mok'	ə̃s	urc'i, aImu, kuInt'a	t'abák', ʕinc̄	k'ok', čáči	q'Iaw/H, t'un/H	laq', q'Iab	q'Iaw, lat	t'abák', lat, čanáq̄	t'awák, čanáq̄, šurúm, Háwz, lat	t'abák', čanáq̄, tiján, lat	NA	lež˳, čanáq̄	Xɨl	tyakna/HL, lat/H	tekna, lat	tekna, lat	jink'ä, ʕaXur, tɨn, tijan, maku, čěnäq	kalut, t'un	nar, takná	k̃äž, kärsäng
363	СИТО	цаца	әләк	элек	элек	c'ák'ur	susuk'u/R		šušuk'e/RRL	susuk'/L	susk'ú/LH	susuk'u	RIel/F	Rir	ez, rocijmu	ĩž/M	iz, ɬacari	ĩz	k'urč'lu	zúla	c'om	sífi/R	sif	zerfél	sirfél	zerfél	zarfíl	NA	sef	qirqímaj, six˳	wex̄a/HL, Xalbɨr/H	wex̄˳a, Xalybɨr, šadara	wex̄a, Xalbɨr, šadara	äläg, Rälbir	č'erbesi	č'ámsor || č'ámsur, qácol	gul
364	СУНДУК	т1орказ	сандыг	сандыкъ	саннукъ	k'ít'um	R˳amars̄u/HHL		Ronos̄a/HHL, ĩk̄'ošo/RHH	Ramas̄a/L, un/R	Ramás̄a/L, hĩk'ó/H	Ramas̄, uni	k'ɨt'omol/HHL	koboro, k'emot' || k'emet'	k'et'un, kobora	t'ik'äbän/H, bäL'e/M	t'ik'aban, bäL', q'uti	q'uti, beL'e	harž˳a, but̄uq'a, su	q'uná, Ramás̄	éXərtum, k'ínt'um, pét̄uq'	tawút/H, tanX/H, kendǘ/H	ku̯tkán, tabút, tanX	tanX	taX, tibít, Xut	Xut, tiwít, arq̄úr	taX, tabút	NA	tapɨ́, sak'án	tabɨ́t, laq', sak'án, nar	q'utyje/H, mužrɨ/H, sak'an/H, q'ow/R	q'utyjä, mužru, sak'an, q'ow/R	q'utyje, muǯrɨ, sak'an, q'ow	täXt	sunduq'	sundóR, taXt	sanduR
365	КОРЗИНА	тускар	сәбәт	земгил, четен, корзинка	карзина; четен	heh	tusk'ar/HL		c̄̌'ehi/HL	inča/RL	inčá/HF	gyizu	gizu/LH	kud	k˳id	ked/M	ked	kod	č'apa, parači, qurzilu	č'áIpa	kot', gubčít̄i	zembíl/H, ǯága/H, múgu/H	zimbíl, mug, gap	kulkán	furdék'	furdéX	furdík	NA	kud || k˳tkún, k'at'kún, zimbíl	kid, t'ak	sebte/L	č'emč'i	sebet, zembil	kulä	zämbil, kud	NA	zämbil
366	БУРДЮК	кит	тулуг	тулукъ	тулукъ	q'uč'á	L'eton/H		q̄'ač'a/RL	ǯar˳/R	c'ánc'ar/H	q'˳ač'a	baIda/HL	sik	šek, oLLok'	sik/L, q'äjčo/FLL	sik, q'ač'icco	sɨg	q'˳ač'a, q'ucuru	balág	t'éX̄i	írǯi/H	erǯ	erǯ	k'eč'	č'ek'y	k'eč'	NA	c̃el	q'ɨdɨ́q', q'ucúr	mɨrtely/HL, q'oč'e/H	mɨrtely, q'usur	mɨrtely, q'oč'e	mältäl, taRar	t'aRar, məltəl	mɨltál, q'alč'ég	motal
367	МЕШОК	гали	чувал (кисә)	къап	чашал	q'anátru, bardáni	g˳ala/L		q'ēLe/RH, taXa/L	q'ehĩ/R	q'ehán/HR	eXan	roq'I/H, eXen/HL	iXin	NA	šedä/ML	šeda	tarpa	Xaral, darbag, šašal, q̄ap	q̄asín, čuwál	L'ut̄áli, kars̄ám	šešél/H, talísi/H, bilíX/H, čuwál/H	šišál, talís, bilíX, č'urq'Iám	čuwál, Xarál, č'ḁlq'án, bag˳	čuwál, Xarál, šišál, čantá	čuwál, šišál, Xarál, č'ilʡán, čantá	čuwál, šišál, Xarál, čánta	NA	č˳wal, Xarál, čant̃áj	g˳ašág	Xaral/H, balaǧ/H, sigazi/L	Xaral, balag	balag, sigazi	Xäräl, bäʕäq, Xěb	GabaG, GapGar, Xaral	sɨgazɨ́	gaval
368	КОЛЫБЕЛЬ	ага	бешик	бешик	бешик	kiní	kini/HL		Leša/RL	rekĩ/H	rekín/H	rekyan	rekene/L	rikini	ak'˳ani	ãk'o/H	ak'o	kini	uIrč'al k'˳anu	č'áIpa	č'eIp	šint/R	q'Iab	šint, q'Iaw	q'Iab	ʔaw	q'Iab	ʡab	q'äb	q'Iab	roʔoc || ro:c/H	ruroc	roc	q'usu, č'aRnäj	nönü	lahánd	läli
369	ЮЛА	даьндарг	фырфыра	дандирек	дандирек	hobo	k'ak'u/H		k̄'alačo/R	zanzarak'/H	xíws̄al/L	berk'u	berk'u/HL	p'ezek'ru	biXirbet'u	k'amp'uz/H	k'amp'uz	k'amp'uz	Rut'a	X̄urt'áne, c'irípan	ganžá, k'emék'əla	telengürǘ/H	t'irís̊	c̄ac̄ú	t'abrúc	t'abrúcaj	t'ibríc	NA	pk'árzam	k'˳arsénej	k'orcani/RL	k'orcani	k'orcani	k'älbäsäng	k'əbərsun	q'onc'	p̃ɨzan
370	СЕЛЕНИЕ	юрт	кәнд	юрт, гент	юрт; гент	róšu, koló	hon/F, kuli/L		hani/HL, q̄'e/H	hã:/L, awal/L	haní/L, Raj/L	hana, kyila	ḁL/F, qon/H	ʕaL, qun	aL, q˳en	äL/FL, qun	äL, qun	aL, qun	šaIrabalu, s̄̌aIr, mas̄̌i	s̄̌e	XIor, duX̄úr	Gul/R	Rul	ʕul	x̌ur	x̌ar	XIur	Hur	Xür	muGI	Xiw/R, uba/L	Xiw, uba	Xiw, uba	kum, Gäzmä	kum, Guzmə	swa	ajiz
371	ДОМ	ц1а	ев	уьй	уй	roq'	haq'u/HF, milki		č'ili/H	hãq'˳/L	hanq'ú/L	misa, haq'˳a/LH	ãq/R, hãq'˳a/LH	RIutku	buLe, q'aj	biLo/M, q'aj/H	biLo, q'aj	qoqo, koXi	q̄at̄a, puq'a, č'˳a	qále	noL'	Xal/R, Gazmá/H	Xal	Xal	Xal	Xal	Xal	NA	k'˳al	Xal, k'uč	Xaw/H, dyaǧa/HF, bina/HR	Xaw, dega, bina	Xaw, dega, bina	k'ul, bɨnä	k'ul, bunə	c'wa, o:q'án	k̃ož
372	ФУНДАМЕНТ	бух	тәмәл	увши	увши	L'uč'	L'uс̄̌'i/HL		Ras̄a/L	Ra:j/L	Raj/L	NA	L'uč'/F	ros	ros	biRa/LM	biRa	biRa	hanu	x̄arqíl	jaX˳	šarwát'a/H	šibrít'	ismúq'	xeb	biná	šebrét'	NA	q̃andáX	bɨn	xeb/H	xeb	xeb	q'än	dib	biná	biInovra
373	ПОЛ (ЗЕМЛЯНОЙ)	NA	пол-дөшәмә	жабар	пол	c'el	ons̄̌i		q'oda/RL	č'aba/H	hanq'áza/HRL	c'abar	q'Iel/F, č'ido	ju	juq', raL'	müže/M, raL'/H	müže, raL'	raL'	č'an-q̄at̄a	mús̄á	q'át̄u noL, q'át̄u	ǯil/H	ǯil	ǯil	žil	ǯil	ǯil	NA	čil	ǯil	ǯily/H, č'ije/LH	ǯily, č'ijä	ǯily, č'ije	q'um	q'um	ant	očIal
374	СТЕНА	па	дивар	там, чыр	там; чир	q'e	q'en/R		q̄'ẽda/H	q'unna/HL	q'unná/HL	q'ena	qod/F	qido	qešu	roso/MFL	roso	nəsu	č'ira	lac	č'eIn, č'er	cal/H	cal	cal	cal	cal	cil	NA	cal	mas	dɨwar/LF	dɨwar	diwar	divar	divar	d(ɨ)vár	bari
375	ОКНО	кор	пәнҹәрә	терезе	терезе	górsu	k'amur/HF		ĩgo/H	inna/L	hingár/H	hing˳ar	ãka/HL	aki	aki	k'öč'ö/H	žüR	žoR	č'awa xulu	aRíne	harákut	úldu	unc̊'	g˳aršín	dagár, t'agár	t'agár	t'agár	NA	t'ag	Rul	Ruly/H	Ruly	Guly	pänǯěrä	penǯere	pänǯärä́	ajna
376	УГОЛ	NA	күнҹ, буҹаг	мююш	муйуш	buk'ún, šibíl	rič'in, bik'un/HF		mek'u/HL	bela/L	bok'ón/H	bala	č'eme/LH	cemi, č'imu	cemi, č'imu	buL'o/MH	buL'o	bok'ón	murc'u	q'urc	mec̄'é, bič'ní	múc̄̊u/H	murc̄̊, p'ip'	murc'u	murc'u	murc'u	murc'u	NA	p'ep', sin, mɨrd	kuš, wɨt	xos̄̌e/L, wut/H	xos̄̌e, wɨt	xos̄̌e, wut	miʔěl	kunǯ	kunǯ	dömbä
377	СТОЛБ ОПОРНЫЙ	NA	сүтун, дирәк	багъана	багъана	Hubí	huma/L		huma/L	huma/L	humá/L	huma	em/F	im, q'˳Iač'a/L	im	hem/FL, t'ubur/L	hem, muk'ro	hem	t̄arc'	zúmsa	darc'	Gussí/F	destég, sumaǧáz, murxíl	dun, mars	murxíl, dun	dun	merxíl, dun	NA	gɨl	mɨxɨ́l	dirak/HR	dirak	dirak	häčě, k'˳ar	Hačə	Häč-ä́	sütün
378	БАЛКА	#N/A	тир, көндәлән тир	аркъалыкъ, ирахы	кІерк	morgéli, č'álu, riHí	L'erč'o/RH		L̄'eč'a/RH, requ/L, eɬ̄im/L	jiL'al/LH, č'aw/HL, éɬ̄im/L	aXím/H, č'arú/HL, L'eč'á/H	k'yaru, aXin	rac'uc'an/R, orLomu/LH, Reži/HL	oLermu, LeXu, tiri	tiri, Luhu	mik'e/H, q'äč'ä/RH, lat'ani/L	mik'e, q'äč'ä	ãzar, q'ač'a	t̄ala, ut̄us̄a, č'ula	X̄˳ar, dežlá	X̄at, šáIt̄i, k˳em	č'ul/H, XamXár/R, duq'án/R	č'ul, XamXár, duq'án	c'aXún, č'il	c'aXún, sijé, č'il	c'aXún, č'il	c'aXún, č'il	NA	R˳ar, č'ɨl	ʔIurtén, Guǯ, Xaráng, k'eʔ	halax̄˳ar/H, q'at'/H	č'ily, q'at'	alax̄˳ar, q'at'	pijä, kutuk, säʕä, tir, pärdɨ	kutuk, surutmə, tir	t̃ohlá, tir	durut̃, mil
379	ЖЕРДЬ (ДЛЯ НАСТИЛА ПОТОЛКА)	NA	шүвүл	чархи	чархи	ʕir, Luhúr	NA		ãk'˳a/H	NA	č'ant'a	roha	apar/HL	giri, L'iš	giri, nuqo, L'iš	miqo/LRL, ližä/H	miqo, riza	mɨqu, riža	marq˳	ʕaIrʕále	moL'ór	duq'án	c'uRán	muk̄úr	muk̄úr	merk̄úr	muk̄úr	NA	qäw	q'Iɨrɨ́s	č'ily/H	q'Iɨrɨs	q'Iɨhrɨs, č'ily	šěX	šaX, Xalčəp, k'ərt'ənə	šü:	k̃ir
380	ДОСКА	у	тахта	такъта	тахта	qirsí	X̄in/R		q'ori/RL	s'e:/L	c'ej/L	c̄̌eba	q'Iotu/HL	q'Iur	q'il	L'ešä/H	L'oL'ijo	hɵ̃n	ula, taXta	urq'úle, taXtá	q'ul	q'ul/H	q'ul, t̄aXt̄á	taXt̄á	taXt̄á	taXt̄á	taXt̄á, q'ul	NA	q'ul, taXtá	q'ul	q'uwa/H	q'uwa	q'uwa	täXtä, fɨrǯin, q'ul	taXtə	taXtá	daXt̃ak̃
381	КРЫША	тхов	дам	къалкъы	къалкъи	t'om	lom/F		L'õ:/R, L'ami/RL	am/L	ámu/L	ami	L'ũ/L	L'uI	L'u	L'ama/M	L'amo	L'ɵme	c'ijalu	qalR	harq	Guj/H	R˳aʔ	ʕuj	XuláRul	XaláR	R˳ad	NA	q̃aw	Xɨládɨ	daXa/HL	daXa	daXa	Xal	Xal	gis	NA
382	ПЛИТА ДЛЯ УКРЕПЛЕНИЯ КРАЕВ КРЫШИ	NA	лөвһә (см. уточнения)	плита, къангъа	плита	q'óni	hinc'o		s̄̌uri/L	t'it'a/H	abúl/L	s̄̌ibi	boL'o/L	L'imi	lašu	šip'i/L	sip'i	sɨp'i	zunk'lu	Hána, daháqal	hírX̄on	sij/H	šurRIám	k'eléHan	duq'úr	diq'ár	duq'úr	NA	rawún q̃˳an	q'˳ab	lakur/HL	lakur	wut	ketil	NA	č'ärä́	NA
383	ПОТОЛОК	тхов	таван	аркъалыкъ	аркъаликъ	t'óq'i	moq'ol/H		L̄'eč'iL̄i/HHL	jeq'muq'/RL	réq'muq'/RL	reL'ara	Xɨna/L	LeXeL	LeXeL	Lur/L	LuX	Lũhi	maRu	X̄˳arbála x̄ar	NA	Xulán ǯiʔik̄jis̊	R˳ardán	R˳ar	R˳ad	Ru	R˳ad	NA	q̃aw	Gaw	qureky/HR	qurok	qurky	Xal	Xal	q̃uv	NA
384	ОЧАГ	кхерч	оҹаг	отбаш	тавхана	buXára	aqi/HR		tõ:Xa/RL	tawXa/H	aqú/LR, mas̄̌ú/LR	aqu	tawXan/H	muXari	buXari	ãXo/H, boXari/L	aXac'o, buXari	buXari	k'˳ač	áq̄a	buXár	tawúl/R	buXará, taw	mac	NA	mac	mac	NA	q̃ul	bɨXájri	buXara/H	buXara	buXara	uǯaR	uǯaR	uǯáR	buXari
385	ПЕЧЬ ГЛИНЯНАЯ ДЛЯ ХЛЕБА	NA	отбаш, кёрюк, печ	отбаш, кёрюк, печ	корук	kor	kurki/L		koro/L	t'alaL/H	t'alá/H	kurkyi	NA	kor	NA	NA	NA	buXari	k'˳ara	t̄arúm	kor	dinnúr/R, kurik/H, xar/F	t̄irín, xar	xar	xar	xar	xar	NA	xar	xar, laX	laX̄a/HL, kura/HL	laX̄a, kura	laX̄a, kura	säǯ, tändɨr	tonu, saǯ	t̄unór	tarin
386	ДВЕРЬ	наь1	гапы, дарваза	эшик, къапулар	къапу; эшик	nuc'á	hinc̄'u/HF		ĩc̄'o/RL	hĩs'˳/L	hinc'ú/L	riha, hincu	ãc/F	ac	ac || ʕac	ãc/FL	ac	ə̃cu	nuz	ú̥nc̄a	daL'	rák̄a/R, úrč'u/H	rak̄ín	rak̄	rak̄	rak̄	rak̄	NA	rak	rak	ak̄a/H	ak̄a	ak̄a	räk	Gapu	t̃oz	čIomo
387	ЗАМОК	дог1а	килид, гыфыл	кирит	кирит	raHáj	NA		rik'aL̄i/HRL	jik'ul/LH	rič'án/LH	ražik'ya	ražik'a/HL, č'uk'u/H, los/H	Hiši-muku, Hišuni	Xišu, Lili	rähäj/M, LiLo/L	rähäj, LiLo	raHaj, Rõši	q'unq'ula, q̄iča	čárXIan meX	ɬ̄érumk'ul, noq̄'Ión	ǯünǘrgü/R, ráRa/R, k'ít'i/R	Rar	NA	NA	t'aw	NA	NA	NA	G˳at', učúr	kuklyak/H, čangal/H	kuklyak	kuklak, čangal	k'ufɨr	k'uful	unkwí	ačar
388	КЛЮЧ	дог1а	ачар	ачгъыч	ачкъич	k'oló	rek'ul/HR		rik'aL̄i	jik'ul	rič'án	rik'ya	rik'a/HL, lɨka/HL	reka	Xišu	rigä/MFL	riga	riga	k'ula	giláw	nák'əna	burmá/H	ǯülég	gelég˳	gilég˳	gelég˳	gulég	NA	k̃ülág	gülég	mɨk'ej/HR	mɨk'ɨjä	mɨk'ej	häčěr	hečer	ačár	ačarin muz
389	ЛЕСТНИЦА	лами	пилләкән	канзи	канзи	botó	bark'˳ol/LH		bec'o/HF	bek'˳ana/L	č'ek'á/LH	bek'˳ana	bek'˳an/LH	qIiLuri	q˳ač'	k'ado/M, k'adak'i/M	k'ado, k'adak'i	k'ɵdɵ, k'ɵdɵk'i	šač'anu	q̄át̄a	aq	umbúr/R	umbúr	zulér	zulér	k̄urzál	NA	NA	NA	maRIad	q'Iɨt'/R, q'ut'a/HL	q'Iɨt'	q'Iɨt', q'ut'a	piläkän, Gil	jumur	k'índir	muX
390	МЕЛЬНИЦА	хьер	дәјирман	тирмен	тирман	hobó, hobódul t'eb	iX˳ob/H		X˳aba/H	X˳ab/H	Xobú/H	X˳abu	Robol/H	ʕaRIu, ʕaRIur	Reme	habo/M, habor-müš/L-L	habo, LerXazo	hɵbur	haraqalu, nih	urX̄áb	duX̄Iát, deXI˳	ráRIa/F, aXál/H	raRIín, raRI, aXál	raH, rax̌	rax̌, rax̌un R˳an	rax̌, rax̌ún R˳an	raX˳I	raʕ	räX˳, čXändin q̃˳an	ruXI	joX̄Ia/RL, Rɨgar/H	joX̄Ia, Gɨgar	joX̄Ia, Gɨgar	Huv, Huv-dahar	Huv, Huvud Gaje	zoX	žIomo-k̃ožI, žIomoj žIe
391	ЖЕЛОБ	NA	навалча	чоргъа	чоргъа	t'irí	k̄ula/L, ink̄ub/H		ox̄oba || ox̄˳aba/HHL	čoračim/L, jes'a/LH, čočra/H	ikúb/L	koru, ex̄ub	kuru/L, tala/L	zek'do, tara	zok'da, tara	zuk'la/ML, še/FL	habos ket'e, zuk'la, še, čüXrö	zuk'la, tɵ̃he	q'umu	s̄̌ant'ú	g˳árči, q'omó	čúk'u/H, k'unnúr/H	k'urám	bucúr	aX˳	aX˳	aX˳	NA	č'uXár	naw, wɨsɨ́n	naw/HL	naw	naw, nawče	novčä, t'ɨn, moku	gung, nov	nuqá	naIv
392	ХЛЕВ	божал	пәјә	аран	аран	ʕod, t˳i	beL'i/HF		beL̄'o/RL	beL'/H	béL'i/HL	beL'i	buILu/H	reči || reIču	zoro	siro/L	siro	sɨrə	p̄al	durqI	dóɬum	XIan/H, jatáR/F	XIan, maxí	s̄el, max̄	sal, mexy	sal, mexy	sal, mex˳y	NA	juc̃úr	wixy	jic'a/HL, gaImra/H	jic'a, gyamra	jic'a, gaImra	q'äǯil	Gürküǯ	cuqá	beIlɨn k̃ož
393	ЗАГОН ДЛЯ ДОЙКИ ОВЕЦ	NA	ағыл	ялгъа	ялгъа	ročón, ʕenžér	NA		kolo/L	k˳el/L	áXa/HL, kolí/L	koli, čali	čali/HL	mecra	bež	enzel/L, bež/H	enzel, bez	ʕenzer, bež	x̄ucanu	ʕaIrt̄áre	áIt̄əra	NA	bené	beré	azál	azál	azál	NA	berá	aRɨ́l	bera/HF	bera	bera	dämälti	jataR	NA	NA
394	СЕНОВАЛ	NA	саманлыг	алачукъ	алачукъ	hor	beL'i		beR˳a/HL	q'oh/H, eX̄il/HF	eX̄íl/H	eX̄al, ubar	uber/LH	hiRu	heRu	L'ibe/M	L'ibe	L'iber	č'ark'u	íX̄a	k'óɬ̄an	c̊úk̄u/F	c̊ug	mux̌	mux̌	mux̌	muXI	muH	miXc	mɨXIɨ́d	wuXIana/HL	wuXIana	wuXIana	samaluX	Xangad	kuná	belin uRI
395	ПОЛЕ (С/Х)	NA	тарла, зәми	авлакъ	авлакъ	Hur	Xur/R, misa		quri/RL	Xuja/L	Xúša/L	Xuja	RIudul/L	moči	moči	mäče	mäče	mɵče	qu, q̄ur	qu	uX	Xut'íl/H, uXIáw, čül/L	Xut'íl, uXIáw, čül	Xuj	Xu	Xu	Xuj	NA	nik	Xuj	neky/H, čol/H	noky	neky, čol	nik	nik	ɨnqá	ez, k̃ul
396	БОРОЗДА	харш 	әкин јери, шырым	сабанлыкъ, паранза	сабанликъ; паранза	req, rísi	roqi/HL, dazu/H		raq̄e/HL, ʕo:q̄i/HL	jeqĩ/H, haw/H	réqin/HL, haw/H	teqan	laX/H, hemu/HL	roX, Himu	laX, laXda	čäXrö/L, örqi, Remö	čäXrö, örqi	rɵX	dazu	jára, déza	raq, dáIzi	Xul/H, dazú/R	Xul, k'˳ar	Xul, k̄˳ar	Xul, k̄˳ár	Xul, k̄˳ar	Xul, k̄˳ar	NA	maz, serʕä́t	dɨlán, sarhIát	mac/H, ǯiz/L, gor/H	ǯiz, sehrat	mac, ǯiz, gor	xil, Gɨrt	erX, morzə	ǯargá, lak, k'itä́	ǯɨzɨR, zahman, k̃opk̃ar
397	ГУМНО	хьаьтт 	ахма, ҹәрәјан	инныр	иннир	hóc'ku	hinc̄'u/HF		ĩc̄'o/R	hĩs'˳/H || hĩs'˳/L	hinc'ú/L	hincu || hincaL	ẽc/F	oc	ič	ãc/F	ac	ə̃c	t̄arac'alu	daráz	c'i	rác̄a/R	rac̄	rat̄	rat̄	rat̄	rat̄	NA	rat	rat	at̄a/H	at̄a	at̄a	Xarman	Xarmən	roc'	ec̃̌
398	СНОП	ц1ов 	дәрз	чач	чач	gul	k˳ol/F, Gasdo/HL		koli/RL, s̄ak'˳a/H, s̄a:/H	k˳el/R, k'uk'ura/H	kóli/RL, k'uk'ú/H	koli	kot'/H	kut'	k˳et', čadali	ket'/L, Roma/HM	ket'a, Roma	kot', ɨ̃z	q̄aw, č'andu	bahám	q˳ab, gaInt'i	šal/H, Xlur/H	šil	s̄̌el, malk˳	xel, mark˳	xel, mark˳	xil, mark˳	NA	c̄̌ül, mark˳	ǯ˳el, xɨlí	ǯoly/HR, ozaraj/H	ǯ˳äl	ǯoly/HR, uzaraj	gunč'	kunǯəl	c̃al, gunz	juq̃, iral
399	СТОГ	хола	таја	аракъ, гебен	аракъ, гевен	Rob, gonóc'	X˳olo/H, Run		Roba/HL, ʕereq̄i/HHL	Rũ:/H	č'amára/LH, Runí	Roba	Roba/H	got'i, k'uk'uj	goni, k'ut'u	burdo/LM, gora/L	gora, Reme	burdo, Reme, Rob, gora, ʕaraq	q'amu, X̄ala-bak'u, c̄̌ant'u, lizu	báRIa, c̄u, arčúk̄e	gáInt'i	gúnt'u/R, alpál/H	Xará, tajá, gunt', epél	fur, ʡapél, tajá	fur, gunt', tajá	fur, gunt', tejá	fur, gunt', tejá	NA	k̃unt', čp̃ež, ʕäl	tajé, gut', gat'í	taje/H, gat'e/LR	tajä, gat'i	taje, gat'e	lakut, mark, k'emä	mərk, lokut, Xarə	tajá	k̃ot̃man, därz, k̃ot̃t̃aq̃, loda
400	ДОРОГА	некъ	јол	ёл	ёл	nuH	miq'i/HF		miq̄'i/HL	miq'/H	míq'i/H	miq'i/HF	hune/HL	huni	hune	hĩno/ML	hĩno	hũni	X̄uldu	x̄úne	deq'I	ráq̄la/H	raq̄l	raq̄l	raq̄l	req̄y	raq̄l	räq̄	räq	raql	jaql/H	jɨql	jaql	riX	riX	k'war	jaq̃
401	МОСТ	т1ай	көрпү	кёпюр	копур	L'o	L'iru/HF		L̄'ira/HL	L'e:/L	L'irú/L	L'eru	t'ɨro/LH	Le	Lemo	t'iro/MRL	t'iro	t'ɨrə	lamu	c̄̌íme	qIin	GIaj/F	RIaǯ	muŘ	muŘ	muŘ	muRI	muʕ	miR	RIa	jɨRI/R	jɨRI	jɨRI	Gov	kürpü	k'ind	biIbiI
402	РАЗВАЛИНА	NA	харабалыг	дагъылгъан ер	ташланган ер	č'urdán	NA		č'˳ãda/H	aX˳a/HL	áXa/HL	aXa	q˳Iad/F	č'˳ad	č'˳ad	č'ödän/ML	č'ödän	č'odan	iIja:lu	RIárk̄a	iIjá	RIurd/H	RIurǯ	árč'ir	Xaráb	Xaráb, qurč	Xaráb, qurč	NA	Xarába	k'alɨ́b	Xaraba/H	Xaraba	Xaraba	kälävä	ʕaXu	NA	NA
403	МОГИЛА	каш	гәбир, мәзар	къабур, кёр	къавир	Hub	šub/R		šobe/HL, š˳ela/HL	hob/H	húbu/H	hoba || hoja	šud/R	šud	sud	šünä/L	šünä	haw	hawu, haIt̄alu	X̄Iab	s̄ar	núq'u/R	nuq'	neq'˳	neq'˳	neq'˳	niq'˳	NA	sɨr	sɨr	nyaq'˳	nyaq'˳	nyaq'˳	zejrat	Gabur	zijárt	gärämzä
